"","term","mean","median","lower","upper","sd","ran_val","group","level"
"2890","sex_restriction_3",-1960.15210195644,-2464.229229117,-22216.2265963665,18647.0402992823,32552.1319242469,"random","track_id:day_of_week:race_number","BEL:Sun:4"
"2891","sex_restriction_Unknown",17262.9073415007,16987.6355446368,-4091.61501513964,38766.8269442864,33509.0279853868,"random","track_id:day_of_week:race_number","BEL:Sun:4"
"2892","surface_D",-89522.7423098385,-88658.0177130444,-244124.817844186,61340.2377116263,224230.167636085,"random","track_id:day_of_week:race_number","BEL:Sun:4"
"2893","surface_T",-68643.6887361687,-70360.4884471351,-227163.91606224,83254.9515998352,224988.807805781,"random","track_id:day_of_week:race_number","BEL:Sun:4"
"2894","number_of_runners_2",39265.2820962734,39529.3242813183,-2816.82432200572,80864.0571473289,61350.3695148421,"random","track_id:day_of_week:race_number","BEL:Sun:4"
"2895","number_of_runners_3",-24819.5227948142,-24983.2562993959,-51767.9862512677,2808.09931108906,40088.7900783326,"random","track_id:day_of_week:race_number","BEL:Sun:4"
"2896","number_of_runners_5",23179.5639743777,22940.5824308952,3677.49006200014,42630.7596581804,28390.2393149189,"random","track_id:day_of_week:race_number","BEL:Sun:4"
"2897","number_of_runners_6",4154.19019888661,3987.26601341943,-9405.03700152387,17548.5587199467,21680.7829714917,"random","track_id:day_of_week:race_number","BEL:Sun:4"
"2898","number_of_runners_7",19814.1763974896,19898.4932726791,-295.599330880574,40532.5354282995,31670.9584457685,"random","track_id:day_of_week:race_number","BEL:Sun:4"
"2899","number_of_runners_8",-29644.6027066032,-29436.5079116463,-59089.1935832263,-1808.47232618956,41430.6017185516,"random","track_id:day_of_week:race_number","BEL:Sun:4"
"2900","number_of_runners_9",-70031.1465881303,-69407.794108343,-112469.946023362,-25256.0235956081,66749.724071857,"random","track_id:day_of_week:race_number","BEL:Sun:4"
"2901","number_of_runners_10",-173033.863076538,-172773.08637547,-210290.508505777,-135316.686297578,53938.0523165004,"random","track_id:day_of_week:race_number","BEL:Sun:4"
"2902","number_of_runners_11",55920.8198943372,50526.2994274142,-59471.8320994051,168248.94766642,177014.851571076,"random","track_id:day_of_week:race_number","BEL:Sun:4"
"2903","race_date",15.0058770902545,15.3122007063928,6.23769595309192,23.9985286487577,12.7860167596399,"random","track_id:day_of_week:race_number","BEL:Sun:5"
"2904","favorite_odds",56084.7339970432,56587.9183974102,12238.6790106765,99801.7390163405,67583.0822281954,"random","track_id:day_of_week:race_number","BEL:Sun:5"
"2905","distance_id",-6799.55221523713,-6187.45742278129,-40149.3447299653,28000.559669731,51986.230664977,"random","track_id:day_of_week:race_number","BEL:Sun:5"
"2906","purse_usa",-3516.2368225557,-2525.29043988398,-95689.4637638711,88499.2042113907,136069.550980161,"random","track_id:day_of_week:race_number","BEL:Sun:5"
"2907","all_NY",-59576.4757641467,-58719.8596462371,-78277.7125815989,-42058.0534604877,27003.7710134778,"random","track_id:day_of_week:race_number","BEL:Sun:5"
"2908","race_type_Allowance",-13017.0840387961,-13132.5622775034,-43028.2700446096,15410.2543786908,43314.3676285649,"random","track_id:day_of_week:race_number","BEL:Sun:5"
"2909","race_type_Claiming",-65100.7068542817,-65046.2991634693,-93112.1530817102,-37420.8371868693,40848.2254564172,"random","track_id:day_of_week:race_number","BEL:Sun:5"
"2910","race_type_Maiden_Claiming",12464.0662834904,10491.8430805046,-11105.5763821196,33294.8972452056,34515.7338021375,"random","track_id:day_of_week:race_number","BEL:Sun:5"
"2911","race_type_Maiden_Special_Weight",42239.0133634397,42793.5983499827,15075.654701857,67881.4725712823,39141.5476192486,"random","track_id:day_of_week:race_number","BEL:Sun:5"
"2912","race_type_Other",-106586.349476874,-106417.683127915,-136877.303076626,-75700.7858533024,44835.7400271529,"random","track_id:day_of_week:race_number","BEL:Sun:5"
"2913","age_restriction_02",-73014.5077908766,-73362.9931058899,-108328.500300881,-36248.961376586,53842.1678091021,"random","track_id:day_of_week:race_number","BEL:Sun:5"
"2914","age_restriction_03",-7216.50321014674,-9833.10049864596,-47779.2233679041,31704.8485204936,59414.475229851,"random","track_id:day_of_week:race_number","BEL:Sun:5"
"2915","age_restriction_3U",56233.2250057227,53956.5747794782,22356.4890309499,87628.3234463845,50189.0837180871,"random","track_id:day_of_week:race_number","BEL:Sun:5"
"2916","sex_restriction_2",-6470.47260123242,-5586.36207201497,-32304.5396778868,19962.9334297186,37230.9324964887,"random","track_id:day_of_week:race_number","BEL:Sun:5"
"2917","sex_restriction_3",2584.9402585805,2126.4274527244,-19767.8459766002,23836.8392351557,34243.8088393782,"random","track_id:day_of_week:race_number","BEL:Sun:5"
"2918","sex_restriction_Unknown",-5766.65316057414,-6247.87635621657,-28795.6022812466,18384.4239947725,35114.6394535436,"random","track_id:day_of_week:race_number","BEL:Sun:5"
"2919","surface_D",-139929.396831742,-140452.401859823,-285528.273324743,11218.2468419166,212563.417561279,"random","track_id:day_of_week:race_number","BEL:Sun:5"
"2920","surface_T",-190552.457268638,-193757.716864098,-335554.648599309,-38566.5548396273,210707.99076012,"random","track_id:day_of_week:race_number","BEL:Sun:5"
"2921","number_of_runners_2",-106265.492184786,-104857.775180602,-153826.936669571,-56790.2494796803,72890.564234524,"random","track_id:day_of_week:race_number","BEL:Sun:5"
"2922","number_of_runners_3",4081.27429984306,3255.03537872633,-22417.7833192506,31240.6575671277,39872.7581336107,"random","track_id:day_of_week:race_number","BEL:Sun:5"
"2923","number_of_runners_5",-45964.0602773119,-44908.5494334045,-65295.831764598,-26247.5936916255,28514.6550609857,"random","track_id:day_of_week:race_number","BEL:Sun:5"
"2924","number_of_runners_6",12849.419621914,11650.5938283141,-736.416920899648,26244.5561912943,21607.6223487769,"random","track_id:day_of_week:race_number","BEL:Sun:5"
"2925","number_of_runners_7",-30855.0510971608,-29842.9911241195,-49720.0065837989,-12156.7454904766,28017.4415855033,"random","track_id:day_of_week:race_number","BEL:Sun:5"
"2926","number_of_runners_8",97988.1407862021,97974.6498085532,72640.6028251534,123571.419109779,36858.6013691726,"random","track_id:day_of_week:race_number","BEL:Sun:5"
"2927","number_of_runners_9",19830.6679532353,21035.0077510139,-8303.49292366654,48656.7893067243,42097.2097986718,"random","track_id:day_of_week:race_number","BEL:Sun:5"
"2928","number_of_runners_10",54816.811749193,53041.612352762,22287.3060679675,87259.1426860061,47079.3498937322,"random","track_id:day_of_week:race_number","BEL:Sun:5"
"2929","number_of_runners_11",-61058.1487381841,-60191.7832576656,-174204.993682544,65425.931517481,187068.96500948,"random","track_id:day_of_week:race_number","BEL:Sun:5"
"2930","race_date",62.8905206880549,63.0648144025578,54.2035487738001,71.1776099055163,12.4285275423849,"random","track_id:day_of_week:race_number","BEL:Sun:6"
"2931","favorite_odds",46993.9485666113,48204.3902832282,-2333.48811186179,95150.8882369608,73268.0030272451,"random","track_id:day_of_week:race_number","BEL:Sun:6"
"2932","distance_id",22142.5150892505,20295.5221921246,-18121.145971162,60513.6606093411,58018.3249315229,"random","track_id:day_of_week:race_number","BEL:Sun:6"
"2933","purse_usa",-92181.8525643418,-93153.5108263194,-179882.61482307,533.624574322638,136681.965926275,"random","track_id:day_of_week:race_number","BEL:Sun:6"
"2934","all_NY",-70626.6148499664,-70342.2438981415,-89053.7176757621,-52340.7787926556,27208.103352129,"random","track_id:day_of_week:race_number","BEL:Sun:6"
"2935","race_type_Allowance",68724.401067349,70036.67137617,35021.8507858009,102120.944338748,51652.114108924,"random","track_id:day_of_week:race_number","BEL:Sun:6"
"2936","race_type_Claiming",-165666.336656477,-163791.036642911,-200683.761778389,-129519.924922427,53073.5524867677,"random","track_id:day_of_week:race_number","BEL:Sun:6"
"2937","race_type_Maiden_Claiming",-27363.8258026307,-30285.567194028,-60392.3462743349,5087.19559833825,50654.9419872949,"random","track_id:day_of_week:race_number","BEL:Sun:6"
"2938","race_type_Maiden_Special_Weight",90329.0809770624,89332.3983966039,57204.7339663456,122971.655739228,50014.1203406659,"random","track_id:day_of_week:race_number","BEL:Sun:6"
"2939","race_type_Other",-28614.2132402994,-29918.2068472508,-62847.0572531104,4321.41675737386,52659.8406844093,"random","track_id:day_of_week:race_number","BEL:Sun:6"
"2940","age_restriction_02",-153626.349195964,-154455.623305721,-198243.425700927,-109620.065162263,67034.048668133,"random","track_id:day_of_week:race_number","BEL:Sun:6"
"2941","age_restriction_03",55850.652925898,55742.8279119409,10150.9384219829,101323.655150264,71812.191963964,"random","track_id:day_of_week:race_number","BEL:Sun:6"
"2942","age_restriction_3U",59946.7041487181,56860.2990726255,15999.4710337001,100242.539093289,65355.9047259491,"random","track_id:day_of_week:race_number","BEL:Sun:6"
"2943","sex_restriction_2",-95259.470193237,-93850.0615272323,-122719.061993811,-66011.672365209,43481.1067082758,"random","track_id:day_of_week:race_number","BEL:Sun:6"
"2944","sex_restriction_3",58724.7245949363,57629.648654342,29332.5569016695,85538.0143950117,44503.5521808147,"random","track_id:day_of_week:race_number","BEL:Sun:6"
"2945","sex_restriction_Unknown",-4423.34361466693,-4335.62465241022,-31611.2742593993,22800.5964158974,42498.4661312056,"random","track_id:day_of_week:race_number","BEL:Sun:6"
"2946","surface_D",-1032268.00428094,-1030461.57620731,-1186534.14164462,-879375.342967456,225261.567505798,"random","track_id:day_of_week:race_number","BEL:Sun:6"
"2947","surface_T",-1065216.64310199,-1064593.61946548,-1219030.71575181,-909481.657440352,224938.079872278,"random","track_id:day_of_week:race_number","BEL:Sun:6"
"2948","number_of_runners_2",-105294.366614416,-106827.307525143,-163802.167102889,-43724.345006573,87888.6431344396,"random","track_id:day_of_week:race_number","BEL:Sun:6"
"2949","number_of_runners_3",-18607.8847963921,-18308.5424300663,-54201.0158958741,16129.0366361885,53023.5071730554,"random","track_id:day_of_week:race_number","BEL:Sun:6"
"2950","number_of_runners_5",-14903.1543777637,-15580.284343172,-36077.7710279447,5474.13432078249,31703.3491013189,"random","track_id:day_of_week:race_number","BEL:Sun:6"
"2951","number_of_runners_6",7659.12146187822,7319.52587094641,-8773.29803148171,22809.1333694527,24800.3327209316,"random","track_id:day_of_week:race_number","BEL:Sun:6"
"2952","number_of_runners_7",-15964.1138825042,-14544.4312511162,-38438.1913265222,5998.4395897922,32356.6840395735,"random","track_id:day_of_week:race_number","BEL:Sun:6"
"2953","number_of_runners_8",-100269.766616618,-100844.960906822,-130924.15310886,-68470.6858437255,45697.1681722096,"random","track_id:day_of_week:race_number","BEL:Sun:6"
"2954","number_of_runners_9",28719.1990895793,28165.2691463204,3059.65240985797,54570.6847160888,39700.64041398,"random","track_id:day_of_week:race_number","BEL:Sun:6"
"2955","number_of_runners_10",-91767.5408269104,-90721.8565900699,-119731.551943125,-63784.2107053172,41772.5071588012,"random","track_id:day_of_week:race_number","BEL:Sun:6"
"2956","number_of_runners_11",57161.2629130991,58415.8337187334,-83285.8997552287,200947.800838583,224098.420933715,"random","track_id:day_of_week:race_number","BEL:Sun:6"
"2957","race_date",13.6733662994037,13.7332158799571,5.77903811425522,21.3155107583776,11.7302916278045,"random","track_id:day_of_week:race_number","BEL:Sun:7"
"2958","favorite_odds",-44972.7392115055,-43381.8592094913,-92174.5080695184,2698.81052262282,69937.119851876,"random","track_id:day_of_week:race_number","BEL:Sun:7"
"2959","distance_id",97501.8904239324,96368.9890810827,61078.8758120193,133746.674849301,52376.6569710874,"random","track_id:day_of_week:race_number","BEL:Sun:7"
"2960","purse_usa",-129834.228801309,-129552.783658505,-206212.525712506,-57485.5203655709,108690.721487555,"random","track_id:day_of_week:race_number","BEL:Sun:7"
"2961","all_NY",-13218.0637348543,-13097.1978187749,-29518.2634002405,3490.5980668779,24647.6178292608,"random","track_id:day_of_week:race_number","BEL:Sun:7"
"2962","race_type_Allowance",69419.8114411623,70498.1127446231,42495.6270516159,96029.2099892437,39347.1280325918,"random","track_id:day_of_week:race_number","BEL:Sun:7"
"2963","race_type_Claiming",6051.43390919048,5730.04043475013,-20599.39921843,32669.129733025,40174.9644514624,"random","track_id:day_of_week:race_number","BEL:Sun:7"
"2964","race_type_Maiden_Claiming",6219.13447880737,4785.75962834472,-16260.2368509521,26761.8288940768,34027.3569326498,"random","track_id:day_of_week:race_number","BEL:Sun:7"
"2965","race_type_Maiden_Special_Weight",-47964.3345467006,-47217.1764361236,-75438.699561759,-21934.1463197318,39394.6297946446,"random","track_id:day_of_week:race_number","BEL:Sun:7"
"2966","race_type_Other",-36598.4145596732,-36166.1852557261,-64738.2383288722,-6128.46584398663,42473.3313147913,"random","track_id:day_of_week:race_number","BEL:Sun:7"
"2967","age_restriction_02",-2020.94684145732,-1996.27418721571,-38191.4445836062,34289.4115126847,53162.6673535161,"random","track_id:day_of_week:race_number","BEL:Sun:7"
"2968","age_restriction_03",14288.8574842477,14949.1886535387,-20822.1998421533,49351.580835156,51813.7705187249,"random","track_id:day_of_week:race_number","BEL:Sun:7"
"2969","age_restriction_3U",-35911.7158685974,-34756.4509595866,-65483.89687934,-5544.75704674962,46510.7809840956,"random","track_id:day_of_week:race_number","BEL:Sun:7"
"2970","sex_restriction_2",37122.296001402,37218.8889947303,14184.1312846495,60644.2588663055,34218.6415820512,"random","track_id:day_of_week:race_number","BEL:Sun:7"
"2971","sex_restriction_3",-5420.75762469573,-4759.48501394699,-28567.1121403265,18380.343748423,34508.8748215513,"random","track_id:day_of_week:race_number","BEL:Sun:7"
"2972","sex_restriction_Unknown",-44211.9154526013,-42993.6521528772,-66499.1354459214,-21197.5845120515,33672.6017887511,"random","track_id:day_of_week:race_number","BEL:Sun:7"
"2973","surface_D",-193491.275809911,-193913.80370835,-320363.893699454,-63908.2928135309,198779.18199727,"random","track_id:day_of_week:race_number","BEL:Sun:7"
"2974","surface_T",-207549.411710233,-209511.114486449,-336118.048984068,-78635.856713517,200142.164986386,"random","track_id:day_of_week:race_number","BEL:Sun:7"
"2975","number_of_runners_2",-102919.675384347,-102930.446745299,-154890.17729779,-48408.3042541021,79350.4505601011,"random","track_id:day_of_week:race_number","BEL:Sun:7"
"2976","number_of_runners_3",-12312.0474146551,-12715.8153324368,-41101.567021565,17056.7052152678,43811.5288488488,"random","track_id:day_of_week:race_number","BEL:Sun:7"
"2977","number_of_runners_5",-6120.79428956115,-6162.31231946232,-23157.9039420378,10667.0449619184,26355.7231885683,"random","track_id:day_of_week:race_number","BEL:Sun:7"
"2978","number_of_runners_6",9859.00539969411,9050.53993558883,-4021.19775263004,22387.1432650179,20865.4524831659,"random","track_id:day_of_week:race_number","BEL:Sun:7"
"2979","number_of_runners_7",-16803.9544691075,-17580.9514427513,-35850.1770756014,1820.67624372039,27641.5237631863,"random","track_id:day_of_week:race_number","BEL:Sun:7"
"2980","number_of_runners_8",-45028.4761825256,-43115.1757858216,-73330.5092522631,-16776.6539749109,41491.6906466638,"random","track_id:day_of_week:race_number","BEL:Sun:7"
"2981","number_of_runners_9",-65000.0768031859,-65936.498118731,-94926.8839936112,-35070.7424335215,43748.104102546,"random","track_id:day_of_week:race_number","BEL:Sun:7"
"2982","number_of_runners_10",-56115.0283427475,-57063.5606672174,-96051.5581993515,-14856.4206069868,59117.394636386,"random","track_id:day_of_week:race_number","BEL:Sun:7"
"2983","number_of_runners_11",180.525821293811,1980.70620443986,-64257.0460496024,58953.9205783711,91146.8065314855,"random","track_id:day_of_week:race_number","BEL:Sun:7"
"2984","race_date",21.1898865247404,21.0832596023149,11.7443624288504,30.3352280096565,13.4660820654982,"random","track_id:day_of_week:race_number","BEL:Sun:8"
"2985","favorite_odds",41888.5761079195,42162.8831857685,-6682.25161102379,87028.1883205384,72528.1943830596,"random","track_id:day_of_week:race_number","BEL:Sun:8"
"2986","distance_id",15092.3948551955,15483.5172972696,-18866.4173794825,49986.633275401,52168.0106134993,"random","track_id:day_of_week:race_number","BEL:Sun:8"
"2987","purse_usa",46986.3618542635,48820.7779654488,-24335.9080135322,120508.443794126,110484.844696765,"random","track_id:day_of_week:race_number","BEL:Sun:8"
"2988","all_NY",23471.70717778,22875.3567203218,3641.12714955109,43337.6946593413,29931.4088135522,"random","track_id:day_of_week:race_number","BEL:Sun:8"
"2989","race_type_Allowance",7584.47876277782,6892.81109104017,-21344.9348447577,38600.3665307264,44501.615089203,"random","track_id:day_of_week:race_number","BEL:Sun:8"
"2990","race_type_Claiming",12968.850240779,12537.6717120764,-17307.2233474243,41624.7760129571,45052.1834553631,"random","track_id:day_of_week:race_number","BEL:Sun:8"
"2991","race_type_Maiden_Claiming",-15365.1898614836,-13213.818463274,-36820.0290350409,7390.69340852065,36031.4598157441,"random","track_id:day_of_week:race_number","BEL:Sun:8"
"2992","race_type_Maiden_Special_Weight",-10716.8416843964,-9140.52382692634,-38278.7583454007,18491.3936230885,45644.9437023421,"random","track_id:day_of_week:race_number","BEL:Sun:8"
"2993","race_type_Other",21508.842434232,21851.5383521241,-7490.41107470873,47061.3401938458,43820.181887267,"random","track_id:day_of_week:race_number","BEL:Sun:8"
"2994","age_restriction_02",-65227.7003232264,-63086.0150069176,-101981.344316819,-25802.5169531796,58243.9729285294,"random","track_id:day_of_week:race_number","BEL:Sun:8"
"2995","age_restriction_03",2081.2248027178,199.090684232272,-31878.9231079133,35885.9633283622,53660.517314492,"random","track_id:day_of_week:race_number","BEL:Sun:8"
"2996","age_restriction_3U",28381.8940939493,27181.5804215876,-2090.21505928953,59116.6692971617,49043.27071623,"random","track_id:day_of_week:race_number","BEL:Sun:8"
"2997","sex_restriction_2",-12865.5590878606,-12221.1851613276,-36959.9824696853,10865.4828595913,36359.1934633281,"random","track_id:day_of_week:race_number","BEL:Sun:8"
"2998","sex_restriction_3",16204.4649560791,15884.851633563,-7073.73760842692,39971.8893006446,35441.8677419926,"random","track_id:day_of_week:race_number","BEL:Sun:8"
"2999","sex_restriction_Unknown",-7719.66034325977,-8093.25772464125,-31766.4698798349,15644.1844734541,36624.1386919034,"random","track_id:day_of_week:race_number","BEL:Sun:8"
"3000","surface_D",-415274.818687005,-417214.426167028,-582389.647818384,-248294.882595819,242850.135012825,"random","track_id:day_of_week:race_number","BEL:Sun:8"
"3001","surface_T",-446202.53069202,-446269.867144899,-612880.152263692,-282283.968504377,243617.796205015,"random","track_id:day_of_week:race_number","BEL:Sun:8"
"3002","number_of_runners_2",-4410.55002426521,-4608.75576329645,-50478.7565068255,39709.9567489737,67993.4538355745,"random","track_id:day_of_week:race_number","BEL:Sun:8"
"3003","number_of_runners_3",-43153.8377296832,-43734.8906049679,-72424.0832282438,-16185.9711947156,40849.6547556225,"random","track_id:day_of_week:race_number","BEL:Sun:8"
"3004","number_of_runners_5",-7087.83469406526,-7987.3156717849,-27353.6166193894,12636.0886187189,29850.7265303779,"random","track_id:day_of_week:race_number","BEL:Sun:8"
"3005","number_of_runners_6",10607.6297201844,9753.26699563657,-3796.08091163801,24147.5801552713,22492.0885887985,"random","track_id:day_of_week:race_number","BEL:Sun:8"
"3006","number_of_runners_7",-29769.4472920674,-28534.5940502583,-49958.5348898834,-8779.6802383217,31146.7671332109,"random","track_id:day_of_week:race_number","BEL:Sun:8"
"3007","number_of_runners_8",52012.112392716,51563.1900812912,24278.3220605518,79687.2110427063,41053.6332007703,"random","track_id:day_of_week:race_number","BEL:Sun:8"
"3008","number_of_runners_9",-8131.60686376442,-7031.86954786886,-42066.0798041198,26908.3587082851,50723.4078598508,"random","track_id:day_of_week:race_number","BEL:Sun:8"
"3009","number_of_runners_10",-192998.44600258,-192422.542289106,-230116.791791858,-152964.790465629,60415.001857113,"random","track_id:day_of_week:race_number","BEL:Sun:8"
"3010","number_of_runners_11",38051.9695568571,39244.6736936012,-30711.1757413108,104526.91429592,100908.751714841,"random","track_id:day_of_week:race_number","BEL:Sun:8"
"3011","race_date",96.0045655059767,96.1055243555465,87.5376835227523,104.640167108939,12.5899194287683,"random","track_id:day_of_week:race_number","BEL:Sun:9"
"3012","favorite_odds",-5900.14332911069,-6299.85325152263,-50971.2731975063,39830.7913271417,67173.6414629454,"random","track_id:day_of_week:race_number","BEL:Sun:9"
"3013","distance_id",-65241.3534100562,-63733.6800269914,-99536.7036305499,-27502.9223301011,53286.5389642718,"random","track_id:day_of_week:race_number","BEL:Sun:9"
"3014","purse_usa",-283039.41320159,-278588.820513938,-368835.084441288,-192913.219853401,128327.406103153,"random","track_id:day_of_week:race_number","BEL:Sun:9"
"3015","all_NY",-42296.5480341282,-41774.1660986914,-60361.542070302,-24463.7496194173,25992.9203127861,"random","track_id:day_of_week:race_number","BEL:Sun:9"
"3016","race_type_Allowance",-9350.90657251019,-9623.3817284843,-41819.4245533702,21628.9132042368,46247.4588630538,"random","track_id:day_of_week:race_number","BEL:Sun:9"
"3017","race_type_Claiming",-80498.648323471,-79654.3989582161,-110450.702027861,-51120.281739813,44102.5947325901,"random","track_id:day_of_week:race_number","BEL:Sun:9"
"3018","race_type_Maiden_Claiming",-25410.4591845681,-25142.1632542515,-45737.222218823,-3601.29776451768,34473.0167373143,"random","track_id:day_of_week:race_number","BEL:Sun:9"
"3019","race_type_Maiden_Special_Weight",28837.2916364506,27656.3845399831,3031.18037831175,55110.6271345321,39053.5951506391,"random","track_id:day_of_week:race_number","BEL:Sun:9"
"3020","race_type_Other",3040.37752582366,4375.85664449774,-29669.3354697683,33966.7190125402,46454.3282575238,"random","track_id:day_of_week:race_number","BEL:Sun:9"
"3021","age_restriction_02",-51033.4391467781,-51447.0273422413,-85584.8932009183,-16307.9981830572,52920.5844758898,"random","track_id:day_of_week:race_number","BEL:Sun:9"
"3022","age_restriction_03",4728.68720410927,4117.05665126778,-34239.6498679024,44935.7467405788,61967.5732132118,"random","track_id:day_of_week:race_number","BEL:Sun:9"
"3023","age_restriction_3U",-2796.51017171612,-3545.14113012186,-37329.1765479649,30491.3238628765,51650.5990152172,"random","track_id:day_of_week:race_number","BEL:Sun:9"
"3024","sex_restriction_2",-49555.0762410066,-47724.0434565202,-73370.550496908,-23727.0045700805,38296.6699249613,"random","track_id:day_of_week:race_number","BEL:Sun:9"
"3025","sex_restriction_3",24592.6527987834,24648.9239074627,-213.647644931788,48753.3888775704,38446.141176651,"random","track_id:day_of_week:race_number","BEL:Sun:9"
"3026","sex_restriction_Unknown",-10695.0658387122,-9908.36201315217,-34626.3120749493,15184.0977610481,38168.9083133034,"random","track_id:day_of_week:race_number","BEL:Sun:9"
"3027","surface_D",-1441814.17292324,-1446410.70642406,-1585589.28209762,-1288294.15061056,220331.627610206,"random","track_id:day_of_week:race_number","BEL:Sun:9"
"3028","surface_T",-1379219.65134079,-1382509.00007219,-1523657.25569946,-1230912.49256055,217260.737313698,"random","track_id:day_of_week:race_number","BEL:Sun:9"
"3029","number_of_runners_2",28767.9878332077,27509.225532499,-29241.0036476048,84334.4077513061,83917.4740373174,"random","track_id:day_of_week:race_number","BEL:Sun:9"
"3030","number_of_runners_3",-47386.1371735129,-45738.8552649915,-84197.8061917286,-11196.1457198104,52793.8745527375,"random","track_id:day_of_week:race_number","BEL:Sun:9"
"3031","number_of_runners_5",-26236.9971658746,-25988.7091874417,-47664.6279768039,-3730.33178085356,32211.4647448373,"random","track_id:day_of_week:race_number","BEL:Sun:9"
"3032","number_of_runners_6",-2958.8026139773,-1983.30142426023,-17711.1569993424,11850.1728477042,24095.8307821235,"random","track_id:day_of_week:race_number","BEL:Sun:9"
"3033","number_of_runners_7",-10278.4879019242,-9470.20275823165,-30182.2083289979,10433.9033652941,31395.751673168,"random","track_id:day_of_week:race_number","BEL:Sun:9"
"3034","number_of_runners_8",-30241.6024837636,-29849.304795452,-55230.4575271696,-4338.73806995988,39869.3458545778,"random","track_id:day_of_week:race_number","BEL:Sun:9"
"3035","number_of_runners_9",81664.2655061813,81680.2299246936,54251.6321724079,109558.825683262,42352.2736380783,"random","track_id:day_of_week:race_number","BEL:Sun:9"
"3036","number_of_runners_10",59754.4335029655,59783.3929230565,30898.5760657395,88867.8442970128,42421.8028856871,"random","track_id:day_of_week:race_number","BEL:Sun:9"
"3037","number_of_runners_11",143253.039728145,141740.257261804,17555.4459626888,269538.977009197,201601.711295124,"random","track_id:day_of_week:race_number","BEL:Sun:9"
"3038","race_date",18.711919264652,18.6439551910877,4.88912126424317,33.7696852797981,21.3176184247532,"random","track_id:day_of_week:race_number","BEL:Sun:10"
"3039","favorite_odds",-34634.9017740984,-32253.4757697778,-104902.489887393,37533.9153618244,107670.240239132,"random","track_id:day_of_week:race_number","BEL:Sun:10"
"3040","distance_id",-78428.3681020863,-76402.1435079508,-121173.24352095,-32075.9398144568,65817.2222746767,"random","track_id:day_of_week:race_number","BEL:Sun:10"
"3041","purse_usa",-101767.706392223,-98238.9698195134,-239519.42581415,42229.5389975901,211028.807833302,"random","track_id:day_of_week:race_number","BEL:Sun:10"
"3042","all_NY",-38107.0495738612,-37033.2532412038,-65055.2800885039,-10584.6978328363,41243.6917043255,"random","track_id:day_of_week:race_number","BEL:Sun:10"
"3043","race_type_Allowance",-40367.6255953416,-39409.1587937698,-82629.8442549598,192.880560053318,62203.4072263904,"random","track_id:day_of_week:race_number","BEL:Sun:10"
"3044","race_type_Claiming",-52852.6137433583,-51386.5660217495,-86712.1334298232,-17633.8847897602,52082.9423619523,"random","track_id:day_of_week:race_number","BEL:Sun:10"
"3045","race_type_Maiden_Claiming",24399.6062143883,21370.7607213886,-3947.21151440386,49801.2770039091,41634.6452201009,"random","track_id:day_of_week:race_number","BEL:Sun:10"
"3046","race_type_Maiden_Special_Weight",955.078592272008,1688.09904786961,-32402.440515084,33273.5760511713,48965.4694402066,"random","track_id:day_of_week:race_number","BEL:Sun:10"
"3047","race_type_Other",-59942.8768922656,-59544.7844841688,-98024.9689548248,-21362.4458642665,58348.7153057026,"random","track_id:day_of_week:race_number","BEL:Sun:10"
"3048","age_restriction_02",4547.22617129006,3889.28593838749,-37121.0626032504,47027.329540977,62637.0554243112,"random","track_id:day_of_week:race_number","BEL:Sun:10"
"3049","age_restriction_03",-68771.6446454202,-67743.1502983702,-118194.723816792,-15803.9374570989,73883.300538745,"random","track_id:day_of_week:race_number","BEL:Sun:10"
"3050","age_restriction_3U",39571.8093595095,39084.5039793187,2945.85948395525,74138.2282316758,54729.7673199483,"random","track_id:day_of_week:race_number","BEL:Sun:10"
"3051","sex_restriction_2",-18409.354664015,-17524.7248529744,-46073.540984282,9815.02986109432,42026.5333104866,"random","track_id:day_of_week:race_number","BEL:Sun:10"
"3052","sex_restriction_3",-438.606901625142,69.138706584904,-24613.7975413948,24243.0936558276,38475.1446212692,"random","track_id:day_of_week:race_number","BEL:Sun:10"
"3053","sex_restriction_Unknown",27975.6952760461,27796.5333157622,-1440.65988213568,55857.3832606376,43562.7762106596,"random","track_id:day_of_week:race_number","BEL:Sun:10"
"3054","surface_D",-195366.271497638,-190832.287970046,-444623.334261807,39670.9412551248,355881.494658743,"random","track_id:day_of_week:race_number","BEL:Sun:10"
"3055","surface_T",-166014.26784984,-167783.068284183,-407075.506706819,62404.2291441994,349010.387216408,"random","track_id:day_of_week:race_number","BEL:Sun:10"
"3056","number_of_runners_2",15038.4562607675,16778.3796265314,-57463.6677640033,84881.6001519139,111676.999483805,"random","track_id:day_of_week:race_number","BEL:Sun:10"
"3057","number_of_runners_3",15805.7208871177,16128.8620193253,-29825.4642535137,60392.1467495711,66816.6643193061,"random","track_id:day_of_week:race_number","BEL:Sun:10"
"3058","number_of_runners_5",6274.80566102778,6326.67170784892,-21166.2963877536,34034.6437085441,41872.3850704371,"random","track_id:day_of_week:race_number","BEL:Sun:10"
"3059","number_of_runners_6",3299.27735748527,3153.4455488749,-12629.5140762552,18860.5870795038,25680.3432388747,"random","track_id:day_of_week:race_number","BEL:Sun:10"
"3060","number_of_runners_7",9395.22627752451,8994.00542666908,-14542.6910779392,32696.9680357982,36321.5299999805,"random","track_id:day_of_week:race_number","BEL:Sun:10"
