"","term","mean","median","lower","upper","sd","ran_val","group","level"
"1369","race_type_Allowance",16261.1783557657,15581.6557843674,-22634.3460141467,55799.659297293,56470.8254899716,"random","track_id:day_of_week:race_number","AQU:Wed:5"
"1370","race_type_Claiming",31604.142075226,33734.0164105859,1632.65939748301,61716.4254024564,45469.0287735463,"random","track_id:day_of_week:race_number","AQU:Wed:5"
"1371","race_type_Maiden_Claiming",4367.87244517395,5300.8001493011,-18933.6297023153,28295.5036660284,37218.7751251837,"random","track_id:day_of_week:race_number","AQU:Wed:5"
"1372","race_type_Maiden_Special_Weight",-16357.3301226214,-16081.3607597681,-47855.9922744987,16163.7290844574,49392.1946371802,"random","track_id:day_of_week:race_number","AQU:Wed:5"
"1373","race_type_Other",-18171.8807657211,-17192.7176160416,-54288.1969260789,19162.6889795601,56239.6516566468,"random","track_id:day_of_week:race_number","AQU:Wed:5"
"1374","age_restriction_02",40950.7158974389,39660.7021190075,1355.74834657293,79363.5086313841,60027.3182164527,"random","track_id:day_of_week:race_number","AQU:Wed:5"
"1375","age_restriction_03",-16118.2514786425,-15045.9788190193,-56526.1920820866,24867.0495394668,63334.9128344064,"random","track_id:day_of_week:race_number","AQU:Wed:5"
"1376","age_restriction_3U",-12121.8359727862,-13296.2371849964,-47845.1279870313,23596.2160497687,53538.7394388001,"random","track_id:day_of_week:race_number","AQU:Wed:5"
"1377","sex_restriction_2",-5903.52589924223,-5592.27585991688,-32495.1451327586,20456.8170907183,41359.4080787951,"random","track_id:day_of_week:race_number","AQU:Wed:5"
"1378","sex_restriction_3",5308.30448729469,5485.33566797546,-18692.1632675443,29445.3977498901,37286.5846318485,"random","track_id:day_of_week:race_number","AQU:Wed:5"
"1379","sex_restriction_Unknown",276.213199263519,-735.427873224114,-27225.1823978934,28090.6625086046,40740.0771524962,"random","track_id:day_of_week:race_number","AQU:Wed:5"
"1380","surface_D",381514.946352188,379192.29794225,87336.6262714406,678240.144069599,445697.391144994,"random","track_id:day_of_week:race_number","AQU:Wed:5"
"1381","surface_T",362285.099606745,356105.799496226,71871.8814769171,653458.131889276,442945.915081538,"random","track_id:day_of_week:race_number","AQU:Wed:5"
"1382","number_of_runners_2",237796.974504753,238445.647727563,167975.830220316,306001.232571846,103572.894731121,"random","track_id:day_of_week:race_number","AQU:Wed:5"
"1383","number_of_runners_3",172084.472003222,172051.461982671,123843.625380988,220503.484451039,73860.2401250314,"random","track_id:day_of_week:race_number","AQU:Wed:5"
"1384","number_of_runners_5",26310.1376019451,26133.7432114907,2464.09267190123,50134.4075408088,37562.3238522439,"random","track_id:day_of_week:race_number","AQU:Wed:5"
"1385","number_of_runners_6",6060.02054227305,5732.19885378015,-10535.9443275036,21111.985674654,25033.4185787509,"random","track_id:day_of_week:race_number","AQU:Wed:5"
"1386","number_of_runners_7",-16272.7977127068,-16150.8157923089,-40450.6663434052,8021.63849285528,36633.7520064405,"random","track_id:day_of_week:race_number","AQU:Wed:5"
"1387","number_of_runners_8",-49765.310620763,-49553.2757202136,-87958.7128862254,-13637.4947064051,54784.717324034,"random","track_id:day_of_week:race_number","AQU:Wed:5"
"1388","number_of_runners_9",8522.74165739404,7139.0611477315,-45479.9589772241,59826.7417939621,75925.1905788989,"random","track_id:day_of_week:race_number","AQU:Wed:5"
"1389","number_of_runners_10",-67301.8714914473,-70037.0816001199,-153821.419741627,18125.6217895735,128969.218053939,"random","track_id:day_of_week:race_number","AQU:Wed:5"
"1390","number_of_runners_11",-13484.4627435458,-16595.4985687255,-141927.31745349,110910.730356184,191269.285760356,"random","track_id:day_of_week:race_number","AQU:Wed:5"
"1391","race_date",-50.0853874137529,-50.7752137581429,-67.2328483917392,-32.2385350740401,25.8328162479186,"random","track_id:day_of_week:race_number","AQU:Wed:6"
"1392","favorite_odds",46501.799093306,45523.1678428765,-19963.7221454224,111105.930163943,98866.5593964533,"random","track_id:day_of_week:race_number","AQU:Wed:6"
"1393","distance_id",15725.1501546541,13759.0898934903,-28178.917694884,60249.9340405126,67031.8064109871,"random","track_id:day_of_week:race_number","AQU:Wed:6"
"1394","purse_usa",-241773.973546973,-242102.827657419,-381491.144049718,-104831.637303669,206223.222990485,"random","track_id:day_of_week:race_number","AQU:Wed:6"
"1395","all_NY",37201.5639843472,37400.0720942843,9175.25935833778,65621.5884729802,41157.1026689765,"random","track_id:day_of_week:race_number","AQU:Wed:6"
"1396","race_type_Allowance",-18162.844268335,-16617.6048435531,-62228.8616444398,24613.7919237913,66093.9768853977,"random","track_id:day_of_week:race_number","AQU:Wed:6"
"1397","race_type_Claiming",7864.77594162949,8535.46306597481,-25306.2408999463,42216.6194305903,50501.4966139028,"random","track_id:day_of_week:race_number","AQU:Wed:6"
"1398","race_type_Maiden_Claiming",-4471.03134248589,-3866.71332233278,-28316.9003155315,19205.4772972322,37786.7000982383,"random","track_id:day_of_week:race_number","AQU:Wed:6"
"1399","race_type_Maiden_Special_Weight",33548.7461552239,32610.569141995,972.035529994658,65397.2484575782,48757.5694436773,"random","track_id:day_of_week:race_number","AQU:Wed:6"
"1400","race_type_Other",-7447.73867955929,-8227.50167895115,-50292.8495182966,34161.6420408721,62859.0942598677,"random","track_id:day_of_week:race_number","AQU:Wed:6"
"1401","age_restriction_02",81776.6715852427,81075.9360637123,40395.6004935111,121066.529923806,61323.2731448518,"random","track_id:day_of_week:race_number","AQU:Wed:6"
"1402","age_restriction_03",-63407.6344748666,-62235.9882143967,-106200.441641054,-20426.5349218509,64505.4527950295,"random","track_id:day_of_week:race_number","AQU:Wed:6"
"1403","age_restriction_3U",-7253.21727874429,-6623.93397232773,-43747.3983791861,28480.8108348247,55663.1125957251,"random","track_id:day_of_week:race_number","AQU:Wed:6"
"1404","sex_restriction_2",-11118.41133682,-10187.2506700776,-38827.4065004062,17531.3134645935,43859.4666935386,"random","track_id:day_of_week:race_number","AQU:Wed:6"
"1405","sex_restriction_3",-3905.23728383432,-3977.95796881775,-29263.6928779128,21956.4005789308,39375.489409016,"random","track_id:day_of_week:race_number","AQU:Wed:6"
"1406","sex_restriction_Unknown",41226.5923923247,40124.3467865856,11816.1226029001,67913.3803403238,41899.5143777859,"random","track_id:day_of_week:race_number","AQU:Wed:6"
"1407","surface_D",452093.131471533,462172.32278115,170801.58277742,730278.148366999,424241.384943386,"random","track_id:day_of_week:race_number","AQU:Wed:6"
"1408","surface_T",456633.979651269,462049.366616081,168058.765034058,738546.307885967,429992.550140895,"random","track_id:day_of_week:race_number","AQU:Wed:6"
"1409","number_of_runners_2",332813.73806922,330594.093033274,269498.765015671,391969.687195464,91470.6958685624,"random","track_id:day_of_week:race_number","AQU:Wed:6"
"1410","number_of_runners_3",195036.1209176,194479.466973541,149065.142925212,239182.124333604,67739.0981653685,"random","track_id:day_of_week:race_number","AQU:Wed:6"
"1411","number_of_runners_5",81600.7686876284,80634.4501997888,55823.4013692372,104849.364097531,36731.2776627962,"random","track_id:day_of_week:race_number","AQU:Wed:6"
"1412","number_of_runners_6",5655.09774677199,4642.80190672278,-10135.5534152414,20491.5178836973,24231.5119114111,"random","track_id:day_of_week:race_number","AQU:Wed:6"
"1413","number_of_runners_7",-10065.1911280044,-10409.7366239565,-32568.2546329808,14139.128117771,34796.6777632116,"random","track_id:day_of_week:race_number","AQU:Wed:6"
"1414","number_of_runners_8",-91441.6930639739,-92169.5183479798,-127667.363687765,-55213.0793802178,53895.9704104569,"random","track_id:day_of_week:race_number","AQU:Wed:6"
"1415","number_of_runners_9",-149764.499999852,-150091.201250614,-200776.224600107,-100690.121740143,73342.8104389373,"random","track_id:day_of_week:race_number","AQU:Wed:6"
"1416","number_of_runners_10",-273473.57332155,-273246.967552528,-321607.056690822,-226192.983905476,71620.340752844,"random","track_id:day_of_week:race_number","AQU:Wed:6"
"1417","number_of_runners_11",2067.94924766678,-1426.23034973502,-126093.99660415,124871.480964491,193121.654105118,"random","track_id:day_of_week:race_number","AQU:Wed:6"
"1418","race_date",-47.8474637751367,-47.8149746666434,-65.6256391729309,-30.2405489140139,26.9002387742981,"random","track_id:day_of_week:race_number","AQU:Wed:7"
"1419","favorite_odds",120338.619370875,118357.722742328,61155.1117338273,176644.378133517,91715.1252254023,"random","track_id:day_of_week:race_number","AQU:Wed:7"
"1420","distance_id",61139.8267929792,59151.8021995077,15880.5038430945,102687.881959601,67385.2127255469,"random","track_id:day_of_week:race_number","AQU:Wed:7"
"1421","purse_usa",-229.091906774881,-5416.57006505117,-133730.471326023,131275.87867312,205418.881930064,"random","track_id:day_of_week:race_number","AQU:Wed:7"
"1422","all_NY",-14596.1319916513,-14584.8712273741,-44218.427730442,15356.5630609444,45884.3577353214,"random","track_id:day_of_week:race_number","AQU:Wed:7"
"1423","race_type_Allowance",-44012.6672952561,-43325.7443054362,-79855.4992688541,-7834.35114743394,53772.636365482,"random","track_id:day_of_week:race_number","AQU:Wed:7"
"1424","race_type_Claiming",7631.45401208653,8212.42863034126,-22384.5623105746,36791.5511918237,47123.0483313319,"random","track_id:day_of_week:race_number","AQU:Wed:7"
"1425","race_type_Maiden_Claiming",24488.962490968,23011.6707256617,-789.886406484307,49006.9040170998,40182.6167924493,"random","track_id:day_of_week:race_number","AQU:Wed:7"
"1426","race_type_Maiden_Special_Weight",947.484217144729,63.6178907088215,-30454.9039933621,32354.1621053506,47879.0785724119,"random","track_id:day_of_week:race_number","AQU:Wed:7"
"1427","race_type_Other",-39181.9251419417,-40412.7457291851,-71175.7842502657,-4794.70258009207,50536.4704185,"random","track_id:day_of_week:race_number","AQU:Wed:7"
"1428","age_restriction_02",57950.65583792,58882.1916927621,14250.8322428541,101666.276777324,64979.3006294287,"random","track_id:day_of_week:race_number","AQU:Wed:7"
"1429","age_restriction_03",-42489.4488808291,-42433.9947342918,-83469.7983200122,-3827.2340687153,63317.8427796993,"random","track_id:day_of_week:race_number","AQU:Wed:7"
"1430","age_restriction_3U",-5845.18371337235,-5906.96053451962,-39774.0119401938,28758.215543404,52231.3843848716,"random","track_id:day_of_week:race_number","AQU:Wed:7"
"1431","sex_restriction_2",18142.5745692865,17061.0659195176,-7892.64845469302,42273.571232247,38924.9221397052,"random","track_id:day_of_week:race_number","AQU:Wed:7"
"1432","sex_restriction_3",-7043.01247168749,-6717.56886680611,-29973.691069292,15650.2802720106,36353.4946263816,"random","track_id:day_of_week:race_number","AQU:Wed:7"
"1433","sex_restriction_Unknown",-4732.75410034121,-4966.49787183344,-28936.3067159495,21150.2577663848,39543.524513165,"random","track_id:day_of_week:race_number","AQU:Wed:7"
"1434","surface_D",408116.929063079,408281.448230836,110375.423165038,702958.559446741,438733.846160365,"random","track_id:day_of_week:race_number","AQU:Wed:7"
"1435","surface_T",411252.936747264,410408.443916545,112771.764956883,706509.363480665,439089.541130518,"random","track_id:day_of_week:race_number","AQU:Wed:7"
"1436","number_of_runners_2",202476.451849396,204927.104166438,129671.981120306,274607.495043691,106481.9559976,"random","track_id:day_of_week:race_number","AQU:Wed:7"
"1437","number_of_runners_3",150720.29241451,150601.292209465,107977.888163599,193247.468568814,63265.653787001,"random","track_id:day_of_week:race_number","AQU:Wed:7"
"1438","number_of_runners_5",21415.3231468553,20654.5701319057,-1508.92192299174,43247.6234816353,34256.6778531672,"random","track_id:day_of_week:race_number","AQU:Wed:7"
"1439","number_of_runners_6",11567.1706234229,10155.7051178439,-5050.14290768495,26275.787923761,24708.9922150336,"random","track_id:day_of_week:race_number","AQU:Wed:7"
"1440","number_of_runners_7",-10548.8774472298,-10592.9815973297,-33804.2318077792,13217.772974583,37517.7871321714,"random","track_id:day_of_week:race_number","AQU:Wed:7"
"1441","number_of_runners_8",-68541.9297524277,-69631.662372248,-98711.2020421691,-37148.3303400754,45308.7066736984,"random","track_id:day_of_week:race_number","AQU:Wed:7"
"1442","number_of_runners_9",-43646.2982240801,-42626.0121969398,-110118.894224075,22254.911683543,97298.9697487135,"random","track_id:day_of_week:race_number","AQU:Wed:7"
"1443","number_of_runners_10",-133222.729054679,-132824.25750186,-200636.207363953,-61181.8877265735,104694.997266992,"random","track_id:day_of_week:race_number","AQU:Wed:7"
"1444","number_of_runners_11",-25140.1037798857,-25077.204690038,-155448.605201906,97036.6809175607,186908.806766743,"random","track_id:day_of_week:race_number","AQU:Wed:7"
"1445","race_date",-57.5764078731121,-57.9189180571541,-74.6150414937232,-40.9747789562981,25.661276424599,"random","track_id:day_of_week:race_number","AQU:Wed:8"
"1446","favorite_odds",-11978.1209564387,-13461.8405045893,-83963.3231532091,61170.4128678812,108326.140867525,"random","track_id:day_of_week:race_number","AQU:Wed:8"
"1447","distance_id",-13303.8973163742,-11958.0865588096,-59270.9744152607,29462.5915751093,65763.1279799311,"random","track_id:day_of_week:race_number","AQU:Wed:8"
"1448","purse_usa",-153065.807654383,-151887.368146059,-281430.549607852,-25715.2014480273,192222.520738384,"random","track_id:day_of_week:race_number","AQU:Wed:8"
"1449","all_NY",88501.7876299159,88135.1664853244,58658.1924697234,116736.867541197,44701.5901585987,"random","track_id:day_of_week:race_number","AQU:Wed:8"
"1450","race_type_Allowance",17298.2093604961,18013.9149990894,-20974.1746318004,54680.4340540234,57616.6296622238,"random","track_id:day_of_week:race_number","AQU:Wed:8"
"1451","race_type_Claiming",17871.9950442932,17880.5985536489,-16566.5864318574,52205.4901372218,52027.6036501623,"random","track_id:day_of_week:race_number","AQU:Wed:8"
"1452","race_type_Maiden_Claiming",-20416.3452001733,-18955.5593164605,-44591.1852726663,3607.83161514711,36691.6053515802,"random","track_id:day_of_week:race_number","AQU:Wed:8"
"1453","race_type_Maiden_Special_Weight",45653.8617512858,44399.4233978531,8259.45990214685,83404.6983143825,56868.8467360135,"random","track_id:day_of_week:race_number","AQU:Wed:8"
"1454","race_type_Other",25505.0531747097,24458.9613219421,-18971.2119960484,70033.7908727529,66938.9817864876,"random","track_id:day_of_week:race_number","AQU:Wed:8"
"1455","age_restriction_02",18908.578362323,18112.1465173588,-25888.7519790499,65358.2998155371,69473.9809564688,"random","track_id:day_of_week:race_number","AQU:Wed:8"
"1456","age_restriction_03",-6033.93889847662,-5418.3815316102,-52245.5711667161,40196.5056247165,69292.6342480369,"random","track_id:day_of_week:race_number","AQU:Wed:8"
"1457","age_restriction_3U",11251.6794224289,12092.2941131643,-26435.0433668404,47440.8471351281,57256.3898224721,"random","track_id:day_of_week:race_number","AQU:Wed:8"
"1458","sex_restriction_2",-32048.91771104,-30350.2858033386,-61414.329189404,-985.032429096047,46278.1840140271,"random","track_id:day_of_week:race_number","AQU:Wed:8"
"1459","sex_restriction_3",8214.84988345804,8483.09110401368,-18099.6825410044,33907.1982985435,40524.9019463216,"random","track_id:day_of_week:race_number","AQU:Wed:8"
"1460","sex_restriction_Unknown",40672.6742449583,39509.519271969,10894.6577149507,68446.0245084863,45124.8685153601,"random","track_id:day_of_week:race_number","AQU:Wed:8"
"1461","surface_D",564461.374029622,580018.102562389,280254.233205701,851181.080524497,436621.820439225,"random","track_id:day_of_week:race_number","AQU:Wed:8"
"1462","surface_T",527393.570375483,546792.834806467,245403.128721327,812466.647660907,433858.661296256,"random","track_id:day_of_week:race_number","AQU:Wed:8"
